cid,fid,pid,x1,y1,w,h
2,401,78,181,158,34,"70
"
2,402,78,181,159,36,"70
"
2,403,78,182,160,36,"68
"
2,404,78,181,160,34,"69
"
2,405,78,183,161,33,"68
"
2,406,78,183,162,34,"70
"
2,407,78,184,164,31,"67
"
2,408,78,184,165,29,"68
"
2,409,78,185,165,30,"70
"
2,410,78,185,167,30,"68
"
2,411,78,184,168,32,"68
"
2,412,78,185,170,31,"66
"
2,413,78,187,170,31,"68
"
2,414,78,188,168,30,"68
"
2,415,78,187,170,33,"66
"
2,416,78,187,174,35,"65
"
2,417,78,187,172,36,"66
"
2,418,78,189,174,36,"64
"
2,419,78,188,173,37,"65
"
2,420,78,192,176,31,"61
"
2,421,78,191,179,38,"59
"
2,422,78,192,179,35,"58
"
2,423,78,191,181,33,"56
"
2,424,78,191,181,36,"57
"
2,425,78,193,183,36,"55
"
2,426,78,193,183,36,"54
"
2,427,78,193,185,35,"53
"
2,428,78,195,186,35,"53
"
2,429,78,193,188,37,"51
"
2,430,78,195,186,33,"52
"
2,431,78,194,187,36,"52
"
2,432,78,195,189,34,"49
"
2,433,78,196,189,34,"49
"
2,811,5,153,174,27,"62
"
2,812,5,155,172,25,"66
"
2,813,5,155,171,24,"68
"
2,814,5,151,167,31,"70
"
2,815,5,153,168,29,"69
"
2,816,5,153,166,30,"70
"
2,817,5,153,165,28,"72
"
2,818,5,152,165,28,"71
"
2,819,5,152,164,28,"71
"
2,820,5,152,164,27,"73
"
2,821,5,153,163,26,"74
"
2,822,5,152,160,27,"74
"
2,823,5,154,161,27,"73
"
2,824,5,152,157,26,"76
"
2,825,5,153,158,27,"70
"
2,826,5,151,156,29,"69
"
2,827,5,153,155,24,"67
"
2,828,5,152,156,26,"66
"
2,829,5,151,152,28,"70
"
2,830,5,150,153,31,"70
"
2,831,5,151,151,29,"70
"
2,832,5,149,152,30,"69
"
2,833,5,148,152,31,"70
"
2,834,5,148,151,31,"73
"
2,835,5,148,151,32,"73
"
2,836,5,149,150,28,"69
"
2,837,5,147,147,28,"68
"
2,838,5,149,145,28,"69
"
2,839,5,145,143,30,"71
"
2,840,5,147,141,26,"69
"
2,841,5,147,142,26,"67
"
2,842,5,145,141,28,"73
"
2,843,5,144,140,32,"74
"
2,844,5,144,141,30,"73
"
2,845,5,144,139,27,"70
"
2,846,5,145,138,28,"72
"
2,847,5,143,136,29,"72
"
2,848,5,147,135,23,"74
"
2,849,5,142,134,27,"73
"
2,850,5,142,132,27,"71
"
2,851,5,140,132,28,"68
"
2,852,5,140,130,28,"69
"
2,853,5,141,129,24,"66
"
2,854,5,139,126,30,"69
"
2,855,5,140,125,29,"67
"
2,856,5,139,124,31,"69
"
2,857,5,136,122,32,"74
"
2,858,5,137,124,31,"72
"
2,859,5,136,124,31,"73
"
2,860,5,136,122,33,"74
"
2,861,5,132,122,34,"72
"
2,862,5,134,121,33,"74
"
2,863,5,132,118,35,"76
"
2,864,5,131,119,33,"72
"
2,865,5,129,117,36,"74
"
2,866,5,130,115,32,"72
"
2,867,5,128,116,32,"70
"
2,868,5,126,114,36,"72
"
2,869,5,128,114,27,"66
"
2,870,5,128,113,26,"70
"
2,871,5,129,110,28,"69
"
2,872,5,128,111,25,"71
"
2,873,5,123,111,33,"75
"
2,874,5,127,111,28,"66
"
2,875,5,124,110,30,"70
"
2,876,5,124,111,29,"69
"
2,877,5,124,111,30,"70
"
2,878,5,123,108,29,"71
"
2,879,5,125,106,24,"76
"
2,880,5,122,107,29,"74
"
2,881,5,123,106,26,"72
"
2,882,5,124,105,24,"69
"
2,883,5,122,104,31,"72
"
2,884,5,122,102,29,"69
"
2,885,5,121,100,27,"72
"
2,886,5,121,103,30,"68
"
2,887,5,120,103,29,"67
"
2,888,5,117,102,34,"67
"
2,889,5,117,101,32,"73
"
2,890,5,117,103,32,"68
"
2,891,5,118,99,29,"69
"
2,892,5,118,100,31,"67
"
2,893,5,116,99,32,"67
"
2,894,5,116,97,29,"66
"
2,895,5,115,96,34,"62
"
2,896,5,115,94,32,"67
"
2,897,5,115,94,29,"64
"
2,898,5,112,90,31,"70
"
2,899,5,114,92,31,"67
"
2,900,5,113,91,32,"67
"
2,901,5,113,91,32,"67
"
2,902,5,113,89,31,"70
"
2,903,5,114,91,28,"68
"
2,904,5,114,90,29,"67
"
2,905,5,113,87,30,"72
"
2,906,5,113,88,29,"71
"
2,907,5,113,87,32,"67
"
2,908,5,111,86,32,"60
"
2,909,5,113,84,27,"65
"
2,910,5,112,82,32,"67
"
2,911,5,113,82,31,"66
"
2,912,5,113,81,29,"67
"
2,913,5,112,82,31,"66
"
2,914,5,109,80,35,"68
"
2,915,5,111,81,34,"66
"
2,916,5,109,79,33,"67
"
2,917,5,111,77,29,"70
"
2,918,5,108,76,32,"72
"
2,919,5,107,77,33,"68
"
2,920,5,108,76,29,"63
"
2,921,5,109,76,29,"65
"
2,922,5,107,73,33,"64
"
2,923,5,107,71,32,"67
"
2,924,5,107,73,28,"67
"
2,925,5,107,73,30,"64
"
2,926,5,107,69,29,"71
"
2,927,5,106,70,28,"68
"
2,928,5,106,70,27,"72
"
2,929,5,106,69,28,"69
"
2,930,5,106,69,28,"68
"
2,931,5,103,65,32,"74
"
2,932,5,105,66,26,"67
"
2,933,5,105,64,30,"70
"
2,934,5,106,65,26,"66
"
2,935,5,104,62,31,"67
"
2,936,5,103,61,28,"66
"
2,937,5,100,61,32,"69
"
2,938,5,101,60,28,"71
"
2,939,5,101,61,28,"68
"
2,940,5,101,59,30,"68
"
2,941,5,99,58,31,"70
"
2,942,5,98,57,30,"70
"
2,943,5,98,56,29,"71
"
2,944,5,98,57,29,"67
"
2,945,5,97,54,32,"70
"
2,946,5,98,53,27,"66
"
2,947,5,97,53,28,"67
"
2,948,5,94,52,29,"66
"
2,949,5,94,51,27,"65
"
2,950,5,95,49,28,"67
"
2,951,5,91,48,30,"68
"
2,952,5,94,49,29,"69
"
2,953,5,95,50,28,"64
"
2,954,5,92,48,30,"68
"
2,955,5,93,47,29,"72
"
2,956,5,94,47,27,"69
"
2,957,5,91,44,28,"71
"
2,958,5,92,45,26,"72
"
2,959,5,93,43,22,"66
"
2,960,5,91,41,29,"65
"
2,961,5,90,39,30,"70
"
2,962,5,91,40,27,"69
"
2,963,5,89,39,31,"70
"
2,964,5,87,38,32,"73
"
2,965,5,88,37,27,"68
"
2,966,5,90,39,28,"68
"
2,967,5,88,36,29,"71
"
2,968,5,86,37,31,"69
"
2,969,5,87,37,28,"70
"
2,970,5,84,35,31,"72
"
2,971,5,87,35,27,"65
"
2,972,5,85,33,31,"68
"
2,973,5,84,31,29,"67
"
2,974,5,85,32,29,"66
"
2,975,5,83,32,30,"69
"
2,976,5,83,27,31,"71
"
2,977,5,80,28,32,"68
"
2,978,5,83,28,27,"67
"
2,979,5,82,29,28,"63
"
2,980,5,82,27,29,"68
"
2,981,5,83,28,28,"65
"
2,982,5,81,23,29,"66
"
2,983,5,82,22,29,"70
"
2,984,5,83,23,29,"68
"
2,985,5,83,21,26,"67
"
2,986,5,81,22,28,"67
"
2,987,5,81,19,28,"68
"
2,988,5,80,19,28,"70
"
2,989,5,81,19,29,"69
"
2,990,5,79,20,30,"66
"
2,991,5,78,18,30,"68
"
2,992,5,78,17,31,"71
"
2,993,5,79,19,28,"67
"
2,994,5,77,16,30,"69
"
2,995,5,78,16,29,"69
"
2,996,5,77,15,28,"69
"
2,997,5,76,14,31,"72
"
2,998,5,77,14,27,"71
"
2,999,5,74,9,32,"71
"
2,1000,5,76,12,26,"64
"
2,1001,5,76,9,26,"64
"
2,1002,5,76,11,25,"63
"
2,1003,5,74,9,29,"65
"
2,1004,5,75,9,26,"66
"
2,1005,5,74,8,26,"65
"
2,1006,5,75,8,26,"65
"
2,1007,5,75,8,24,"66
"
2,1008,5,72,8,30,"64
"
2,1009,5,73,4,24,"72
"
2,1010,5,72,6,27,"69
"
2,1011,5,73,4,24,"65
"
2,1012,5,71,4,26,"64
"
2,1013,5,72,2,24,"61
"
2,1014,5,70,1,26,"63
"
2,1015,5,70,2,27,"62
"
2,1016,5,70,2,26,"62
"
2,1017,5,70,2,27,"64
"
2,1018,5,70,2,26,"63
"
2,1019,5,70,2,25,"62
"
2,1020,5,68,1,24,"63
"
2,1021,5,68,1,27,"63
"
2,1164,0,105,1,24,"61
"
2,1165,0,106,1,25,"63
"
2,1166,0,106,1,25,"63
"
2,1167,0,105,1,25,"61
"
2,1168,0,105,2,29,"63
"
2,1169,0,106,2,24,"66
"
2,1170,0,108,3,27,"67
"
2,1171,0,106,5,29,"68
"
2,1172,0,108,6,25,"66
"
2,1173,0,107,6,28,"67
"
2,1174,0,108,8,29,"66
"
2,1175,0,107,8,31,"71
"
2,1176,0,109,8,25,"66
"
2,1177,0,109,9,28,"67
"
2,1178,0,110,11,25,"65
"
2,1179,0,109,10,26,"66
"
2,1180,0,111,12,26,"63
"
2,1181,0,111,10,26,"68
"
2,1182,0,112,13,29,"65
"
2,1183,0,113,13,27,"69
"
2,1184,0,114,13,27,"69
"
2,1185,0,116,15,25,"66
"
2,1186,0,115,17,25,"67
"
2,1187,0,116,18,25,"66
"
2,1188,0,118,18,24,"66
"
2,1189,0,117,20,25,"64
"
2,1190,0,116,18,26,"67
"
2,1191,0,116,20,28,"65
"
2,1192,0,118,22,27,"64
"
2,1193,0,120,21,25,"65
"
2,1194,0,118,21,29,"66
"
2,1195,0,119,23,29,"67
"
2,1196,0,122,24,28,"70
"
2,1197,0,121,27,33,"68
"
2,1198,0,121,27,30,"69
"
2,1199,0,120,29,31,"67
"
2,1200,0,122,27,33,"69
"
2,1201,0,122,29,30,"68
"
2,1202,0,122,32,33,"64
"
2,1203,0,122,31,31,"66
"
2,1204,0,123,31,30,"66
"
2,1205,0,122,32,29,"64
"
2,1206,0,126,32,28,"67
"
2,1207,0,124,34,31,"68
"
2,1208,0,126,35,26,"67
"
2,1209,0,125,33,28,"68
"
2,1210,0,128,37,26,"70
"
2,1211,0,128,38,27,"68
"
2,1212,0,128,39,28,"65
"
2,1213,0,128,40,30,"66
"
2,1214,0,131,41,26,"66
"
2,1215,0,129,40,26,"65
"
2,1216,0,130,42,29,"61
"
2,1217,0,128,41,28,"66
"
2,1218,0,129,42,28,"66
"
2,1219,0,131,44,28,"69
"
2,1220,0,131,45,30,"70
"
2,1221,0,129,45,33,"70
"
2,1222,0,131,48,35,"72
"
2,1223,0,130,48,34,"73
"
2,1224,0,131,49,32,"72
"
2,1225,0,131,49,32,"71
"
2,1226,0,132,52,29,"66
"
2,1227,0,133,51,30,"69
"
2,1228,0,133,52,30,"66
"
2,1229,0,132,54,30,"62
"
2,1230,0,133,53,31,"70
"
2,1231,0,133,54,30,"66
"
2,1232,0,134,55,29,"66
"
2,1233,0,136,56,29,"70
"
2,1234,0,136,59,26,"69
"
2,1235,0,136,60,28,"69
"
2,1236,0,137,60,30,"69
"
2,1237,0,139,61,29,"69
"
2,1238,0,135,58,34,"71
"
2,1239,0,139,61,28,"70
"
2,1240,0,138,63,29,"67
"
2,1241,0,138,62,29,"68
"
2,1242,0,140,63,27,"68
"
2,1243,0,140,64,29,"71
"
2,1244,0,141,67,27,"68
"
2,1245,0,141,67,30,"70
"
2,1246,0,141,69,28,"70
"
2,1247,0,143,71,26,"67
"
2,1248,0,141,70,31,"74
"
2,1249,0,141,74,31,"67
"
2,1250,0,142,73,32,"69
"
2,1251,0,142,75,31,"67
"
2,1252,0,142,75,30,"65
"
2,1253,0,145,76,28,"64
"
2,1254,0,143,75,28,"68
"
2,1255,0,144,77,31,"68
"
2,1256,0,144,77,30,"71
"
2,1257,0,144,78,30,"70
"
2,1258,0,143,79,34,"74
"
2,1259,0,145,82,29,"70
"
2,1260,0,146,84,29,"68
"
2,1261,0,148,84,27,"68
"
2,1262,0,149,85,24,"67
"
2,1263,0,147,85,32,"67
"
2,1264,0,149,86,27,"68
"
2,1265,0,148,84,30,"70
"
2,1266,0,151,89,28,"65
"
2,1267,0,152,89,31,"67
"
2,1268,0,148,90,31,"68
"
2,1269,0,149,89,33,"71
"
2,1270,0,151,91,31,"76
"
2,1271,0,150,94,30,"69
"
2,1272,0,151,93,30,"70
"
2,1273,0,151,97,29,"66
"
2,1274,0,153,97,29,"68
"
2,1275,0,152,97,30,"69
"
2,1276,0,152,97,31,"71
"
2,1277,0,152,98,31,"67
"
2,1278,0,154,100,29,"64
"
2,1279,0,154,101,29,"66
"
2,1280,0,153,99,33,"73
"
2,1281,0,153,103,31,"68
"
2,1282,0,156,104,29,"69
"
2,1283,0,154,105,32,"70
"
2,1284,0,155,104,29,"73
"
2,1285,0,158,107,27,"68
"
2,1286,0,155,108,32,"70
"
2,1287,0,156,109,32,"67
"
2,1288,0,157,109,32,"68
"
2,1289,0,157,110,30,"66
"
2,1290,0,155,108,34,"70
"
2,1291,0,157,113,29,"63
"
2,1292,0,157,111,30,"67
"
2,1293,0,158,114,31,"68
"
2,1294,0,157,115,30,"68
"
2,1295,0,158,116,30,"73
"
2,1296,0,156,118,32,"72
"
2,1297,0,155,119,30,"71
"
2,1298,0,157,119,30,"70
"
2,1299,0,155,119,29,"72
"
2,1300,0,155,120,30,"70
"
2,1301,0,154,122,34,"70
"
2,1302,0,155,123,32,"71
"
2,1303,0,154,124,31,"70
"
2,1304,0,154,125,30,"69
"
2,1305,0,154,128,33,"67
"
2,1306,0,152,126,34,"71
"
2,1307,0,153,130,33,"71
"
2,1308,0,153,132,33,"68
"
2,1309,0,150,134,37,"70
"
2,1310,0,153,133,30,"72
"
2,1311,0,152,136,30,"71
"
2,1312,0,151,136,34,"69
"
2,1313,0,151,138,32,"65
"
2,1314,0,152,138,31,"69
"
2,1315,0,151,139,31,"69
"
2,1316,0,148,138,36,"70
"
2,1317,0,148,141,35,"70
"
2,1318,0,150,143,33,"70
"
2,1319,0,149,145,32,"72
"
2,1320,0,148,147,32,"68
"
2,1321,0,148,148,32,"66
"
2,1322,0,147,151,34,"65
"
2,1323,0,145,150,35,"68
"
2,1324,0,147,152,31,"67
"
2,1325,0,146,151,31,"64
"
2,1326,0,145,153,29,"63
"
2,1327,0,144,153,32,"68
"
2,1328,0,145,155,29,"72
"
2,1329,0,144,155,28,"75
"
2,1330,0,144,157,29,"73
"
2,1331,0,142,159,33,"70
"
2,1332,0,142,160,31,"67
"
2,1333,0,143,160,28,"75
"
2,1334,0,142,161,28,"73
"
2,1335,0,142,162,30,"69
"
2,1336,0,142,162,32,"72
"
2,1337,0,141,166,27,"69
"
2,1338,0,140,166,30,"69
"
2,1339,0,140,165,29,"70
"
2,1340,0,139,168,32,"71
"
2,1341,0,135,170,32,"67
"
2,1342,0,139,173,28,"62
"
2,1343,0,137,173,30,"64
"
2,1344,0,136,172,27,"65
"
2,1345,0,136,174,28,"62
"
2,1346,0,135,177,28,"61
"
2,1347,0,134,177,31,"61
"
2,1348,0,134,178,30,"60
"
2,1349,0,133,178,29,"59
"
2,1350,0,133,178,30,"60
"
2,1351,0,131,180,31,"58
"
2,1352,0,131,180,30,"57
"
2,1353,0,129,185,32,"53
"
2,1354,0,128,186,34,"51
"
2,1355,0,128,186,33,"52
"
2,1356,0,128,187,30,"49
"
2,1357,0,129,187,29,"51
"
2,1358,0,129,190,31,"47
"
2,1359,0,127,190,30,"48
"
2,3068,2,157,1,33,"68
"
2,3069,2,157,1,33,"68
"
2,3070,2,157,2,32,"65
"
2,3071,2,156,1,34,"69
"
2,3072,2,158,2,30,"66
"
2,3073,2,160,4,27,"64
"
2,3074,2,159,2,34,"69
"
2,3075,2,158,3,34,"69
"
2,3076,2,161,5,30,"66
"
2,3077,2,161,5,29,"68
"
2,3078,2,161,5,30,"68
"
2,3079,2,163,7,27,"67
"
2,3080,2,161,7,30,"71
"
2,3081,2,164,9,26,"69
"
2,3082,2,165,9,27,"69
"
